sample,date,type,analytical_rep,sample_conc,df,final_conc
ODNR_4_D,8/8/2023,Dissolved,1,0.117109308,1,0.117109308
ODNR_4_D,8/8/2023,Dissolved,2,Invalid,1,
ODNR_6_T,8/8/2023,Total,1,0.278059094,1,0.278059094
ODNR_6_T,8/8/2023,Total,2,0.105317547,1,0.105317547
ODNR_6_D,8/8/2023,Dissolved,1,0.212001874,1,0.212001874
ODNR_6_D,8/8/2023,Dissolved,2,Invalid,1,
Bridge_T,8/8/2023,Total,1,0.858445307,1,0.858445307
Bridge_T,8/8/2023,Total,2,0.215361052,1,0.215361052
Bridge_D,8/8/2023,Dissolved,1,0.122529767,1,0.122529767
Bridge_D,8/8/2023,Dissolved,2,0.113833465,1,0.113833465
ODNR_2_T,8/8/2023,Total,1,0.780314619,1,0.780314619
ODNR_2_T,8/8/2023,Total,2,0.351497792,1,0.351497792
ODNR_2_D,8/8/2023,Dissolved,1,0.158887711,1,0.158887711
ODNR_2_D,8/8/2023,Dissolved,2,Invalid,1,
Buoy_2_T,8/8/2023,Total,1,0.312847391,1,0.312847391
Buoy_2_T,8/8/2023,Total,2,0.264099275,1,0.264099275
Buoy_2_D,8/8/2023,Dissolved,1,0.152792195,1,0.152792195
Buoy_2_D,8/8/2023,Dissolved,2,Invalid,1,
ODNR_1_T,8/8/2023,Total,1,0.296788881,1,0.296788881
ODNR_1_T,8/8/2023,Total,2,0.161259324,1,0.161259324
ODNR_1_D,8/8/2023,Dissolved,1,0.171742898,1,0.171742898
ODNR_1_D,8/8/2023,Dissolved,2,0.136125412,1,0.136125412
EC_1163_T,8/8/2023,Total,1,0.204407847,1,0.204407847
EC_1163_T,8/8/2023,Total,2,0.120831215,1,0.120831215
EC_1163_D,8/8/2023,Dissolved,1,0.10706389,1,0.10706389
EC_1163_D,8/8/2023,Dissolved,2,0.015975546,1,0.015975546
Causeway_T,8/8/2023,Total,1,0.318036507,1,0.318036507
Causeway_T,8/8/2023,Total,2,0.032415058,1,0.032415058
Causeway_D,8/8/2023,Dissolved,1,0.080223559,1,0.080223559
Causeway_D,8/8/2023,Dissolved,2,Invalid,1,
Muddy_Creek_T,8/22/2023,Total,1,0.297542518,1,0.297542518
Muddy_Creek_T,8/22/2023,Total,2,0.012294856,1,0.012294856
Muddy_Creek_D,8/22/2023,Dissolved,1,0.178065712,1,0.178065712
Muddy_Creek_D,8/22/2023,Dissolved,2,0.063007111,1,0.063007111
ODNR_4_T,8/22/2023,Total,1,Invalid,1,
ODNR_4_T,8/22/2023,Total,2,Invalid,1,
ODNR_4_D,8/22/2023,Dissolved,1,0.028235691,1,0.028235691
ODNR_4_D,8/22/2023,Dissolved,2,Invalid,1,
ODNR_6_T,8/22/2023,Total,1,0.229540164,1,0.229540164
ODNR_6_T,8/22/2023,Total,2,0.14291508,1,0.14291508
ODNR_6_D,8/22/2023,Dissolved,1,0.122221269,1,0.122221269
ODNR_6_D,8/22/2023,Dissolved,2,0.155769062,1,0.155769062
Bridge_T,8/22/2023,Total,1,0.59206425,1,0.59206425
Bridge_T,8/22/2023,Total,2,0.251110146,1,0.251110146
Bridge_D,8/22/2023,Dissolved,1,0.171890141,1,0.171890141
Bridge_D,8/22/2023,Dissolved,2,0.053483145,1,0.053483145
ODNR_2_T,8/22/2023,Total,1,0.219159264,1,0.219159264
ODNR_2_T,8/22/2023,Total,2,0.314829165,1,0.314829165
ODNR_2_D,8/22/2023,Dissolved,1,0.262767578,1,0.262767578
ODNR_2_D,8/22/2023,Dissolved,2,0.257448489,1,0.257448489
Buoy_2_T,8/22/2023,Total,1,0.735343002,1,0.735343002
Buoy_2_T,8/22/2023,Total,2,0.338066986,1,0.338066986
Buoy_2_D,8/22/2023,Dissolved,3,0.212878133,1,0.212878133
Buoy_2_D,8/22/2023,Dissolved,4,0.177184453,1,0.177184453
ODNR_1_T,8/22/2023,Total,1,0.312542752,1,0.312542752
ODNR_1_T,8/22/2023,Total,2,0.300107625,1,0.300107625
ODNR_1_D,8/22/2023,Dissolved,1,0.236569491,1,0.236569491
ODNR_1_D,8/22/2023,Dissolved,2,0.179240267,1,0.179240267
EC_1163_T,8/22/2023,Total,1,0.197687779,1,0.197687779
EC_1163_T,8/22/2023,Total,2,0.224859452,1,0.224859452
EC_1163_D,8/22/2023,Dissolved,1,0.264395316,1,0.264395316
EC_1163_D,8/22/2023,Dissolved,2,Invalid,1,
Muddy_Creek_T,08/29/2023,Total,1,0.069058234,1,0.069058234
Muddy_Creek_T,08/29/2023,Total,2,Invalid,1,
Muddy_Creek_D,08/29/2023,Dissolved,1,Invalid,1,
Muddy_Creek_D,08/29/2023,Dissolved,2,Invalid,1,
ODNR_4_T,08/29/2023,Total,1,Invalid,1,
ODNR_4_T,08/29/2023,Total,2,0.020364112,1,0.020364112
ODNR_4_D,08/29/2023,Dissolved,1,Invalid,1,
ODNR_4_D,08/29/2023,Dissolved,2,Invalid,1,
ODNR_6_T,08/29/2023,Total,1,0.353123335,1,0.353123335
ODNR_6_T,08/29/2023,Total,2,0.097248473,1,0.097248473
ODNR_6_D,08/29/2023,Dissolved,1,0.201225748,1,0.201225748
ODNR_6_D,08/29/2023,Dissolved,2,0.023434799,1,0.023434799
Bridge_T,08/29/2023,Total,1,0.031258325,1,0.031258325
Bridge_T,08/29/2023,Total,2,0.066186232,1,0.066186232
Bridge_D,08/29/2023,Dissolved,1,Invalid,1,
Bridge_D,08/29/2023,Dissolved,2,0.014654775,1,0.014654775
ODNR_2_T,08/29/2023,Total,1,0.361856141,1,0.361856141
ODNR_2_T,08/29/2023,Total,2,0.428046397,1,0.428046397
ODNR_2_D,08/29/2023,Dissolved,1,0.056377031,1,0.056377031
ODNR_2_D,08/29/2023,Dissolved,2,0.024487947,1,0.024487947
Buoy_2_T,08/29/2023,Total,1,0.082306219,1,0.082306219
Buoy_2_T,08/29/2023,Total,2,0.05437907,1,0.05437907
Buoy_2_D,08/29/2023,Dissolved,1,0.1134326,1,0.1134326
Buoy_2_D,08/29/2023,Dissolved,2,0.249955192,1,0.249955192
ODNR_1_T,08/29/2023,Total,1,0.426216578,1,0.426216578
ODNR_1_T,08/29/2023,Total,2,0.378065513,1,0.378065513
ODNR_1_D,08/29/2023,Dissolved,1,0.3369983,1,0.3369983
ODNR_1_D,08/29/2023,Dissolved,2,0.110917304,1,0.110917304
EC_1163_D,08/29/2023,Dissolved,1,0.060300295,1,0.060300295
EC_1163_D,08/29/2023,Dissolved,2,0.127751536,1,0.127751536
Causeway_T,08/29/2023,Total,1,0.135275844,1,0.135275844
Causeway_T,08/29/2023,Total,2,0.298382767,1,0.298382767
Causeway_D,08/29/2023,Dissolved,1,0.576678107,1,0.576678107
Causeway_D,08/29/2023,Dissolved,2,0.438774885,1,0.438774885
Bells_T,08/29/2023,Total,1,0.237684112,1,0.237684112
Bells_T,08/29/2023,Total,2,0.307004575,1,0.307004575
Bells_D,08/29/2023,Dissolved,1,0.117686248,1,0.117686248
Bells_D,08/29/2023,Dissolved,2,0.200266185,1,0.200266185
Muddy_Creek_T,09/12/2023,Total,1,0.300852693,1,0.300852693
Muddy_Creek_T,09/12/2023,Total,2,0.39822811,1,0.39822811
Muddy_Creek_D,09/12/2023,Dissolved,1,0.441957337,1,0.441957337
Muddy_Creek_D,09/12/2023,Dissolved,2,0.441957337,1,0.441957337
ODNR_4_T,09/12/2023,Total,1,0.469630086,1,0.469630086
ODNR_4_T,09/12/2023,Total,2,0.093061201,1,0.093061201
ODNR_4_D,09/12/2023,Dissolved,1,0.021592326,1,0.021592326
ODNR_4_D,09/12/2023,Dissolved,2,0.051664323,1,0.051664323
ODNR_6_T,09/12/2023,Total,1,0.520513446,1,0.520513446
ODNR_6_T,09/12/2023,Total,2,0.502380833,1,0.502380833
ODNR_6_D,09/12/2023,Dissolved,1,0.443460991,1,0.443460991
ODNR_6_D,09/12/2023,Dissolved,2,0.421667265,1,0.421667265
Bridge_T,09/12/2023,Total,1,0.392516279,1,0.392516279
Bridge_T,09/12/2023,Total,2,0.116974848,1,0.116974848
Bridge_D,09/12/2023,Dissolved,1,0.05437907,1,0.05437907
Bridge_D,09/12/2023,Dissolved,2,0.032228093,1,0.032228093
ODNR_2_T,09/12/2023,Total,1,0.303626872,1,0.303626872
ODNR_2_T,09/12/2023,Total,2,0.325439515,1,0.325439515
Buoy_2_T,09/12/2023,Total,1,0.493103449,1,0.493103449
Buoy_2_T,09/12/2023,Total,2,0.490245901,1,0.490245901
Buoy_2_D,09/12/2023,Dissolved,1,0.209456528,1,0.209456528
Buoy_2_D,09/12/2023,Dissolved,2,0.190299605,1,0.190299605
ODNR_1_T,09/12/2023,Total,1,0.227340919,1,0.227340919
ODNR_1_T,09/12/2023,Total,2,0.135486461,1,0.135486461
ODNR_1_D,09/12/2023,Dissolved,1,0.066186232,1,0.066186232
ODNR_1_D,09/12/2023,Dissolved,2,0.129101838,1,0.129101838
EC_1163_T,09/12/2023,Total,1,0.61326435,1,0.61326435
EC_1163_T,09/12/2023,Total,2,0.463951809,1,0.463951809
Causeway_T,09/12/2023,Total,1,0.415896155,1,0.415896155
Causeway_T,09/12/2023,Total,2,0.413210809,1,0.413210809
Causeway_D,09/12/2023,Dissolved,1,0.125784467,1,0.125784467
Causeway_D,09/12/2023,Dissolved,2,0.107117408,1,0.107117408
Bells_T,09/12/2023,Total,3,0.217699408,1,0.217699408
Bells_T,09/12/2023,Total,4,0.343107634,1,0.343107634
Bells_D,09/12/2023,Dissolved,1,0.148503575,1,0.148503575
Bells_D,09/12/2023,Dissolved,2,0.168797379,1,0.168797379
Muddy_Creek_T,09/19/2023,Total,1,0.378569245,1,0.378569245
Muddy_Creek_T,09/19/2023,Total,2,0.099501891,1,0.099501891
Muddy_Creek_D,09/19/2023,Dissolved,1,0.057560566,1,0.057560566
Muddy_Creek_D,09/19/2023,Dissolved,2,0.005763477,1,0.005763477
ODNR_4_D,09/19/2023,Dissolved,1,0.04340449,1,0.04340449
ODNR_4_D,09/19/2023,Dissolved,2,0.030465444,1,0.030465444
